CustomerID	WorkOrderID	PaymentID	PaymentListString	PaymentDate	PaymentType	PaymentAmount
145	850	1282	6/15/2023 - Visa - $498.94	6/15/2023	Visa	498.94
145	850	1283	6/17/2023 - Discover - $792.04	6/17/2023	Discover	792.04
145	851	1284	3/14/2024 - Visa - $353.62	3/14/2024	Visa	353.62
145	851	1285	9/16/2024 - Visa - $691.77	9/16/2024	Visa	691.77
145	852	1286	5/23/2025 - Cash - $152.53	5/23/2025	Cash	152.53
146	853	1287	12/9/2024 - Visa - $728.12	12/9/2024	Visa	728.12
146	854	1288	5/30/2025 - MasterCard - $668.10	5/30/2025	MasterCard	668.1
146	855	1289	9/21/2024 - AmericanExpress - $437.72	9/21/2024	AmericanExpress	437.72
147	856	1290	5/13/2025 - Check - $70.79	5/13/2025	Check	70.79
147	856	1291	4/20/2025 - Check - $789.21	4/20/2025	Check	789.21
147	857	1292	2/12/2025 - Visa - $209.47	2/12/2025	Visa	209.47
147	858	1293	6/18/2025 - Cash - $486.91	6/18/2025	Cash	486.91
147	859	1294	2/5/2025 - Check - $689.71	2/5/2025	Check	689.71
147	859	1295	3/25/2025 - AmericanExpress - $277.41	3/25/2025	AmericanExpress	277.41
147	860	1296	4/6/2025 - Cash - $291.06	4/6/2025	Cash	291.06
148	861	1297	4/11/2025 - Discover - $777.08	4/11/2025	Discover	777.08
148	861	1298	4/2/2025 - Discover - $762.01	4/2/2025	Discover	762.01
149	862	1299	4/19/2025 - Debit - $240.90	4/19/2025	Debit	240.9
149	862	1300	6/20/2024 - Discover - $66.57	6/20/2024	Discover	66.57
149	863	1301	4/19/2025 - Discover - $434.02	4/19/2025	Discover	434.02
149	864	1302	2/28/2025 - Discover - $579.10	2/28/2025	Discover	579.1
149	864	1303	11/30/2024 - Discover - $617.45	11/30/2024	Discover	617.45
149	865	1304	4/11/2024 - Check - $499.40	4/11/2024	Check	499.4
150	866	1305	2/21/2025 - AmericanExpress - $434.69	2/21/2025	AmericanExpress	434.69
150	867	1306	3/16/2025 - Visa - $406.11	3/16/2025	Visa	406.11
150	867	1307	3/5/2025 - Cash - $91.67	3/5/2025	Cash	91.67
150	868	1308	8/31/2023 - AmericanExpress - $164.03	8/31/2023	AmericanExpress	164.03
150	868	1309	4/22/2023 - Check - $484.58	4/22/2023	Check	484.58
150	869	1310	7/28/2024 - Debit - $274.24	7/28/2024	Debit	274.24
150	869	1311	7/30/2023 - Visa - $713.79	7/30/2023	Visa	713.79
150	870	1312	8/15/2024 - MasterCard - $83.49	8/15/2024	MasterCard	83.49
150	870	1313	5/12/2024 - Cash - $519.00	5/12/2024	Cash	519
150	871	1314	9/11/2024 - Cash - $295.71	9/11/2024	Cash	295.71
150	872	1315	7/6/2025 - Cash - $771.97	7/6/2025	Cash	771.97
150	872	1316	7/11/2025 - AmericanExpress - $63.77	7/11/2025	AmericanExpress	63.77
150	873	1317	2/13/2025 - Debit - $341.01	2/13/2025	Debit	341.01
150	873	1318	8/8/2024 - MasterCard - $744.47	8/8/2024	MasterCard	744.47
151	874	1319	4/4/2025 - AmericanExpress - $141.94	4/4/2025	AmericanExpress	141.94
151	875	1320	6/14/2025 - Cash - $121.92	6/14/2025	Cash	121.92
151	876	1321	11/5/2024 - Check - $631.55	11/5/2024	Check	631.55
151	877	1322	1/12/2025 - AmericanExpress - $598.04	1/12/2025	AmericanExpress	598.04
151	878	1323	4/26/2025 - MasterCard - $613.02	4/26/2025	MasterCard	613.02
151	879	1324	10/22/2024 - AmericanExpress - $273.73	10/22/2024	AmericanExpress	273.73
152	880	1325	1/12/2025 - Visa - $589.89	1/12/2025	Visa	589.89
152	880	1326	11/13/2023 - Visa - $122.65	11/13/2023	Visa	122.65
152	881	1327	7/11/2025 - AmericanExpress - $159.21	7/11/2025	AmericanExpress	159.21
152	882	1328	1/12/2024 - Debit - $195.96	1/12/2024	Debit	195.96
152	882	1329	10/2/2024 - Debit - $580.59	10/2/2024	Debit	580.59
152	883	1330	9/11/2023 - Cash - $114.56	9/11/2023	Cash	114.56
152	883	1331	12/19/2023 - Check - $468.59	12/19/2023	Check	468.59
152	884	1332	10/20/2024 - Check - $604.53	10/20/2024	Check	604.53
153	885	1333	3/11/2025 - Debit - $721.11	3/11/2025	Debit	721.11
153	886	1334	3/18/2025 - AmericanExpress - $773.29	3/18/2025	AmericanExpress	773.29
153	887	1335	7/4/2025 - MasterCard - $407.67	7/4/2025	MasterCard	407.67
153	888	1336	8/16/2023 - AmericanExpress - $525.75	8/16/2023	AmericanExpress	525.75
153	889	1337	12/2/2024 - Cash - $709.08	12/2/2024	Cash	709.08
153	889	1338	2/6/2025 - AmericanExpress - $409.42	2/6/2025	AmericanExpress	409.42
154	890	1339	1/21/2025 - Discover - $138.49	1/21/2025	Discover	138.49
154	890	1340	6/30/2025 - MasterCard - $132.97	6/30/2025	MasterCard	132.97
154	891	1341	6/21/2025 - Visa - $564.65	6/21/2025	Visa	564.65
154	891	1342	6/24/2025 - AmericanExpress - $391.79	6/24/2025	AmericanExpress	391.79
155	892	1343	1/18/2025 - Visa - $635.28	1/18/2025	Visa	635.28
155	892	1344	1/16/2025 - Debit - $715.98	1/16/2025	Debit	715.98
155	893	1345	6/14/2025 - Cash - $447.25	6/14/2025	Cash	447.25
155	894	1346	4/23/2023 - AmericanExpress - $730.27	4/23/2023	AmericanExpress	730.27
156	895	1347	12/26/2024 - Check - $695.64	12/26/2024	Check	695.64
156	895	1348	3/29/2025 - Visa - $627.70	3/29/2025	Visa	627.7
156	896	1349	4/28/2025 - Discover - $506.96	4/28/2025	Discover	506.96
156	897	1350	6/18/2024 - Cash - $56.71	6/18/2024	Cash	56.71
156	897	1351	7/23/2023 - AmericanExpress - $215.39	7/23/2023	AmericanExpress	215.39
156	898	1352	12/20/2023 - MasterCard - $613.91	12/20/2023	MasterCard	613.91
156	898	1353	5/9/2024 - Visa - $668.15	5/9/2024	Visa	668.15
156	899	1354	7/9/2025 - Debit - $144.96	7/9/2025	Debit	144.96
156	899	1355	7/3/2025 - AmericanExpress - $730.01	7/3/2025	AmericanExpress	730.01
156	900	1356	6/17/2024 - Debit - $791.87	6/17/2024	Debit	791.87
156	901	1357	2/25/2024 - AmericanExpress - $241.73	2/25/2024	AmericanExpress	241.73
156	902	1358	3/15/2025 - Debit - $588.53	3/15/2025	Debit	588.53
156	903	1359	6/20/2025 - Discover - $758.95	6/20/2025	Discover	758.95
156	903	1360	6/26/2025 - Check - $607.13	6/26/2025	Check	607.13
157	904	1361	5/17/2025 - Check - $456.48	5/17/2025	Check	456.48
157	905	1362	6/25/2025 - MasterCard - $726.74	6/25/2025	MasterCard	726.74
157	906	1363	3/27/2024 - Check - $147.42	3/27/2024	Check	147.42
157	906	1364	11/25/2024 - Visa - $687.95	11/25/2024	Visa	687.95
157	907	1365	12/24/2024 - MasterCard - $462.65	12/24/2024	MasterCard	462.65
157	907	1366	7/6/2024 - Check - $310.45	7/6/2024	Check	310.45
157	908	1367	5/3/2025 - Cash - $210.16	5/3/2025	Cash	210.16
157	908	1368	2/10/2025 - Check - $69.61	2/10/2025	Check	69.61
157	909	1369	2/12/2024 - Cash - $136.58	2/12/2024	Cash	136.58
158	910	1370	6/1/2025 - MasterCard - $313.73	6/1/2025	MasterCard	313.73
158	910	1371	5/8/2025 - MasterCard - $187.06	5/8/2025	MasterCard	187.06
158	911	1372	7/10/2025 - Check - $760.43	7/10/2025	Check	760.43
158	912	1373	6/2/2025 - AmericanExpress - $82.66	6/2/2025	AmericanExpress	82.66
158	912	1374	12/1/2024 - Visa - $748.97	12/1/2024	Visa	748.97
158	913	1375	3/26/2024 - MasterCard - $259.32	3/26/2024	MasterCard	259.32
158	913	1376	12/14/2023 - Cash - $369.84	12/14/2023	Cash	369.84
158	914	1377	2/18/2025 - Visa - $527.65	2/18/2025	Visa	527.65
158	914	1378	4/3/2023 - Cash - $258.08	4/3/2023	Cash	258.08
158	915	1379	4/29/2025 - Cash - $335.11	4/29/2025	Cash	335.11
158	915	1380	7/10/2025 - MasterCard - $84.43	7/10/2025	MasterCard	84.43
158	916	1381	1/24/2024 - Check - $542.03	1/24/2024	Check	542.03
158	917	1382	1/29/2025 - AmericanExpress - $248.88	1/29/2025	AmericanExpress	248.88
158	917	1383	1/30/2025 - Discover - $622.27	1/30/2025	Discover	622.27
158	918	1384	7/1/2024 - Visa - $724.76	7/1/2024	Visa	724.76
158	918	1385	6/2/2023 - AmericanExpress - $702.27	6/2/2023	AmericanExpress	702.27
158	919	1386	12/18/2023 - AmericanExpress - $218.58	12/18/2023	AmericanExpress	218.58
159	920	1387	5/24/2025 - Check - $517.81	5/24/2025	Check	517.81
159	921	1388	2/21/2024 - Check - $231.01	2/21/2024	Check	231.01
159	921	1389	7/21/2024 - Visa - $371.59	7/21/2024	Visa	371.59
159	922	1390	9/10/2024 - MasterCard - $306.73	9/10/2024	MasterCard	306.73
159	923	1391	10/21/2022 - Debit - $305.77	10/21/2022	Debit	305.77
159	923	1392	9/29/2022 - Cash - $661.68	9/29/2022	Cash	661.68
159	924	1393	6/20/2024 - Discover - $605.05	6/20/2024	Discover	605.05
159	924	1394	5/30/2025 - Cash - $638.87	5/30/2025	Cash	638.87
159	925	1395	6/25/2025 - Discover - $584.94	6/25/2025	Discover	584.94
159	926	1396	5/9/2024 - MasterCard - $89.09	5/9/2024	MasterCard	89.09
160	927	1397	2/9/2024 - Visa - $722.87	2/9/2024	Visa	722.87
160	928	1398	12/26/2022 - MasterCard - $552.61	12/26/2022	MasterCard	552.61
160	929	1399	4/2/2025 - Discover - $476.87	4/2/2025	Discover	476.87
160	930	1400	11/15/2023 - Check - $576.24	11/15/2023	Check	576.24
160	930	1401	8/22/2023 - Debit - $54.92	8/22/2023	Debit	54.92
160	931	1402	1/19/2023 - Discover - $511.68	1/19/2023	Discover	511.68
160	932	1403	8/18/2023 - AmericanExpress - $509.99	8/18/2023	AmericanExpress	509.99
160	932	1404	4/16/2024 - Discover - $222.23	4/16/2024	Discover	222.23
160	933	1405	2/11/2025 - MasterCard - $197.66	2/11/2025	MasterCard	197.66
161	934	1406	1/27/2025 - Discover - $670.37	1/27/2025	Discover	670.37
161	935	1407	5/5/2024 - AmericanExpress - $115.92	5/5/2024	AmericanExpress	115.92
161	935	1408	2/24/2024 - AmericanExpress - $642.03	2/24/2024	AmericanExpress	642.03
161	936	1409	10/18/2024 - Debit - $731.82	10/18/2024	Debit	731.82
161	936	1410	3/24/2025 - Discover - $285.37	3/24/2025	Discover	285.37
161	937	1411	4/24/2025 - Check - $254.70	4/24/2025	Check	254.7
161	938	1412	3/12/2025 - Check - $75.82	3/12/2025	Check	75.82
161	939	1413	9/13/2024 - Check - $347.78	9/13/2024	Check	347.78
161	939	1414	12/30/2023 - Debit - $236.33	12/30/2023	Debit	236.33
161	940	1415	7/6/2024 - Check - $461.77	7/6/2024	Check	461.77
162	941	1416	12/25/2024 - MasterCard - $603.08	12/25/2024	MasterCard	603.08
162	941	1417	7/8/2023 - Discover - $61.52	7/8/2023	Discover	61.52
162	942	1418	1/1/2025 - Debit - $395.75	1/1/2025	Debit	395.75
162	942	1419	4/27/2025 - MasterCard - $384.02	4/27/2025	MasterCard	384.02
162	943	1420	4/12/2024 - Visa - $410.47	4/12/2024	Visa	410.47
162	944	1421	3/16/2025 - Cash - $733.99	3/16/2025	Cash	733.99
162	944	1422	11/14/2024 - Check - $111.92	11/14/2024	Check	111.92
162	945	1423	11/24/2023 - Discover - $432.05	11/24/2023	Discover	432.05
162	945	1424	6/20/2024 - AmericanExpress - $586.67	6/20/2024	AmericanExpress	586.67
162	946	1425	3/2/2024 - Visa - $289.69	3/2/2024	Visa	289.69
162	947	1426	12/5/2024 - Check - $419.39	12/5/2024	Check	419.39
162	947	1427	12/4/2024 - Cash - $417.08	12/4/2024	Cash	417.08
162	948	1428	8/13/2024 - Check - $462.19	8/13/2024	Check	462.19
162	948	1429	3/9/2024 - Check - $442.51	3/9/2024	Check	442.51
162	949	1430	7/17/2024 - Cash - $163.88	7/17/2024	Cash	163.88
162	949	1431	8/26/2024 - AmericanExpress - $614.20	8/26/2024	AmericanExpress	614.2
162	950	1432	6/23/2025 - Cash - $303.45	6/23/2025	Cash	303.45
163	951	1433	12/21/2024 - Debit - $543.63	12/21/2024	Debit	543.63
163	952	1434	12/24/2024 - Debit - $730.48	12/24/2024	Debit	730.48
163	953	1435	12/4/2022 - Check - $118.72	12/4/2022	Check	118.72
163	953	1436	3/12/2023 - Debit - $110.59	3/12/2023	Debit	110.59
163	954	1437	10/4/2023 - Discover - $148.81	10/4/2023	Discover	148.81
163	954	1438	4/27/2024 - Check - $348.81	4/27/2024	Check	348.81
163	955	1439	1/1/2025 - AmericanExpress - $230.01	1/1/2025	AmericanExpress	230.01
163	955	1440	11/4/2024 - Debit - $239.17	11/4/2024	Debit	239.17
163	956	1441	4/15/2025 - Debit - $404.11	4/15/2025	Debit	404.11
163	956	1442	5/5/2025 - MasterCard - $425.53	5/5/2025	MasterCard	425.53
163	957	1443	1/29/2025 - MasterCard - $663.71	1/29/2025	MasterCard	663.71
163	957	1444	1/27/2025 - AmericanExpress - $725.74	1/27/2025	AmericanExpress	725.74
163	958	1445	5/17/2025 - MasterCard - $102.86	5/17/2025	MasterCard	102.86
163	959	1446	4/26/2025 - Cash - $760.57	4/26/2025	Cash	760.57
163	959	1447	4/29/2025 - AmericanExpress - $120.33	4/29/2025	AmericanExpress	120.33
163	960	1448	8/10/2024 - AmericanExpress - $363.95	8/10/2024	AmericanExpress	363.95
164	961	1449	6/12/2025 - Visa - $459.78	6/12/2025	Visa	459.78
164	961	1450	5/31/2025 - Debit - $150.37	5/31/2025	Debit	150.37
164	962	1451	9/17/2024 - Discover - $448.92	9/17/2024	Discover	448.92
165	963	1452	11/5/2024 - AmericanExpress - $654.10	11/5/2024	AmericanExpress	654.1
165	963	1453	5/8/2025 - Debit - $312.12	5/8/2025	Debit	312.12
165	964	1454	11/26/2024 - Discover - $668.32	11/26/2024	Discover	668.32
165	964	1455	2/4/2025 - AmericanExpress - $102.41	2/4/2025	AmericanExpress	102.41
165	965	1456	5/14/2024 - Check - $380.51	5/14/2024	Check	380.51
165	966	1457	2/18/2023 - MasterCard - $726.91	2/18/2023	MasterCard	726.91
165	966	1458	7/8/2025 - Cash - $213.75	7/8/2025	Cash	213.75
165	967	1459	9/24/2023 - Check - $631.91	9/24/2023	Check	631.91
165	968	1460	5/30/2025 - AmericanExpress - $518.32	5/30/2025	AmericanExpress	518.32
165	968	1461	6/1/2025 - Discover - $523.78	6/1/2025	Discover	523.78
165	969	1462	6/7/2025 - MasterCard - $486.39	6/7/2025	MasterCard	486.39
165	969	1463	4/15/2025 - Cash - $179.85	4/15/2025	Cash	179.85
165	970	1464	3/25/2025 - MasterCard - $623.85	3/25/2025	MasterCard	623.85
165	970	1465	9/23/2024 - Visa - $579.56	9/23/2024	Visa	579.56
165	971	1466	3/26/2024 - Debit - $114.95	3/26/2024	Debit	114.95
165	971	1467	6/13/2024 - Check - $417.48	6/13/2024	Check	417.48
165	972	1468	12/21/2023 - Check - $194.92	12/21/2023	Check	194.92
165	973	1469	12/14/2024 - Visa - $676.62	12/14/2024	Visa	676.62
166	974	1470	4/14/2024 - Discover - $299.83	4/14/2024	Discover	299.83
166	975	1471	7/1/2024 - AmericanExpress - $494.39	7/1/2024	AmericanExpress	494.39
166	976	1472	12/21/2024 - AmericanExpress - $255.04	12/21/2024	AmericanExpress	255.04
166	976	1473	8/14/2024 - Check - $790.50	8/14/2024	Check	790.5
166	977	1474	4/30/2025 - Debit - $184.98	4/30/2025	Debit	184.98
166	977	1475	4/23/2025 - Discover - $429.84	4/23/2025	Discover	429.84
166	978	1476	10/6/2024 - Cash - $741.32	10/6/2024	Cash	741.32
166	978	1477	6/11/2025 - Visa - $421.50	6/11/2025	Visa	421.5
166	979	1478	4/5/2025 - AmericanExpress - $564.45	4/5/2025	AmericanExpress	564.45
166	980	1479	10/20/2024 - Discover - $745.75	10/20/2024	Discover	745.75
167	981	1480	8/8/2024 - Check - $116.38	8/8/2024	Check	116.38
167	982	1481	4/26/2024 - MasterCard - $564.28	4/26/2024	MasterCard	564.28
167	982	1482	5/2/2025 - Discover - $501.89	5/2/2025	Discover	501.89
167	983	1483	6/13/2025 - AmericanExpress - $251.17	6/13/2025	AmericanExpress	251.17
167	983	1484	12/20/2022 - Visa - $280.07	12/20/2022	Visa	280.07
167	984	1485	10/8/2024 - Cash - $713.92	10/8/2024	Cash	713.92
167	984	1486	3/2/2024 - MasterCard - $129.62	3/2/2024	MasterCard	129.62
167	985	1487	7/7/2025 - Debit - $703.75	7/7/2025	Debit	703.75
168	986	1488	6/15/2025 - Visa - $798.14	6/15/2025	Visa	798.14
168	986	1489	2/14/2025 - Check - $635.51	2/14/2025	Check	635.51
168	987	1490	11/17/2024 - Debit - $692.34	11/17/2024	Debit	692.34
168	988	1491	1/17/2025 - Debit - $645.81	1/17/2025	Debit	645.81
168	989	1492	9/14/2024 - Debit - $544.91	9/14/2024	Debit	544.91
169	990	1493	10/21/2024 - Visa - $158.21	10/21/2024	Visa	158.21
169	990	1494	9/30/2024 - Debit - $687.20	9/30/2024	Debit	687.2
169	991	1495	4/9/2025 - Check - $678.50	4/9/2025	Check	678.5
169	992	1496	7/8/2025 - Check - $486.14	7/8/2025	Check	486.14
169	993	1497	6/10/2023 - Debit - $174.99	6/10/2023	Debit	174.99
169	993	1498	5/23/2025 - Visa - $187.67	5/23/2025	Visa	187.67
170	994	1499	9/20/2024 - Cash - $105.25	9/20/2024	Cash	105.25
170	994	1500	10/14/2023 - Debit - $373.85	10/14/2023	Debit	373.85
170	995	1501	5/8/2023 - Check - $111.76	5/8/2023	Check	111.76
170	995	1502	12/8/2024 - MasterCard - $508.02	12/8/2024	MasterCard	508.02
170	996	1503	2/18/2024 - Check - $435.18	2/18/2024	Check	435.18
170	996	1504	1/30/2025 - Discover - $360.34	1/30/2025	Discover	360.34
170	997	1505	3/10/2025 - Cash - $579.86	3/10/2025	Cash	579.86
170	997	1506	11/27/2024 - Visa - $440.83	11/27/2024	Visa	440.83
170	998	1507	6/23/2025 - Check - $514.30	6/23/2025	Check	514.3
170	999	1508	4/29/2024 - Check - $192.26	4/29/2024	Check	192.26
170	1000	1509	5/24/2025 - Visa - $719.70	5/24/2025	Visa	719.7
170	1000	1510	11/28/2023 - Check - $302.02	11/28/2023	Check	302.02
170	1001	1511	11/2/2024 - Visa - $695.20	11/2/2024	Visa	695.2
170	1001	1512	5/9/2024 - Visa - $382.09	5/9/2024	Visa	382.09
171	1002	1513	2/25/2025 - Discover - $235.57	2/25/2025	Discover	235.57
171	1003	1514	2/10/2024 - Cash - $418.40	2/10/2024	Cash	418.4
171	1003	1515	3/14/2023 - Visa - $300.02	3/14/2023	Visa	300.02
171	1004	1516	7/12/2024 - Debit - $282.62	7/12/2024	Debit	282.62
171	1004	1517	3/11/2023 - Debit - $211.81	3/11/2023	Debit	211.81
172	1005	1518	9/15/2024 - Visa - $91.64	9/15/2024	Visa	91.64
172	1006	1519	7/2/2024 - Cash - $556.56	7/2/2024	Cash	556.56
172	1007	1520	2/16/2025 - AmericanExpress - $513.22	2/16/2025	AmericanExpress	513.22
172	1007	1521	4/29/2025 - Visa - $295.72	4/29/2025	Visa	295.72
173	1008	1522	12/19/2024 - Discover - $111.82	12/19/2024	Discover	111.82
173	1008	1523	7/4/2025 - Visa - $750.94	7/4/2025	Visa	750.94
173	1009	1524	7/7/2023 - Cash - $448.59	7/7/2023	Cash	448.59
173	1009	1525	5/20/2024 - MasterCard - $107.40	5/20/2024	MasterCard	107.4
173	1010	1526	7/3/2025 - Visa - $392.68	7/3/2025	Visa	392.68
173	1011	1527	4/3/2025 - Cash - $452.57	4/3/2025	Cash	452.57
173	1012	1528	4/24/2025 - Visa - $81.78	4/24/2025	Visa	81.78
173	1012	1529	7/5/2025 - Visa - $105.98	7/5/2025	Visa	105.98
173	1013	1530	5/10/2025 - AmericanExpress - $459.60	5/10/2025	AmericanExpress	459.6
173	1013	1531	4/2/2025 - Discover - $697.11	4/2/2025	Discover	697.11
174	1014	1532	4/16/2025 - Check - $732.01	4/16/2025	Check	732.01
174	1015	1533	4/10/2025 - Debit - $388.24	4/10/2025	Debit	388.24
174	1015	1534	1/10/2024 - AmericanExpress - $763.36	1/10/2024	AmericanExpress	763.36
174	1016	1535	8/14/2024 - Visa - $505.33	8/14/2024	Visa	505.33
174	1016	1536	12/3/2024 - Discover - $430.93	12/3/2024	Discover	430.93
174	1017	1537	4/19/2025 - Debit - $95.76	4/19/2025	Debit	95.76
174	1018	1538	6/11/2024 - Visa - $788.98	6/11/2024	Visa	788.98
174	1019	1539	2/13/2025 - Check - $537.82	2/13/2025	Check	537.82
174	1019	1540	5/18/2025 - MasterCard - $746.43	5/18/2025	MasterCard	746.43
174	1020	1541	6/28/2023 - MasterCard - $726.96	6/28/2023	MasterCard	726.96
175	1021	1542	7/3/2025 - Visa - $709.28	7/3/2025	Visa	709.28
175	1021	1543	6/14/2025 - AmericanExpress - $745.68	6/14/2025	AmericanExpress	745.68
176	1022	1544	5/19/2024 - Check - $464.81	5/19/2024	Check	464.81
176	1022	1545	6/22/2023 - Discover - $787.89	6/22/2023	Discover	787.89
176	1023	1546	3/6/2024 - Debit - $552.66	3/6/2024	Debit	552.66
176	1023	1547	1/15/2023 - MasterCard - $763.42	1/15/2023	MasterCard	763.42
176	1024	1548	5/16/2025 - Discover - $424.01	5/16/2025	Discover	424.01
176	1024	1549	8/25/2023 - AmericanExpress - $181.21	8/25/2023	AmericanExpress	181.21
176	1025	1550	12/28/2023 - MasterCard - $620.84	12/28/2023	MasterCard	620.84
176	1026	1551	11/6/2024 - Check - $75.53	11/6/2024	Check	75.53
176	1026	1552	6/30/2025 - Check - $610.09	6/30/2025	Check	610.09
177	1027	1553	2/15/2023 - MasterCard - $267.01	2/15/2023	MasterCard	267.01
177	1028	1554	10/22/2024 - MasterCard - $163.05	10/22/2024	MasterCard	163.05
177	1028	1555	6/5/2024 - Discover - $344.96	6/5/2024	Discover	344.96
177	1029	1556	12/18/2024 - Visa - $62.96	12/18/2024	Visa	62.96
177	1030	1557	7/24/2023 - Discover - $168.08	7/24/2023	Discover	168.08
177	1030	1558	3/2/2023 - Visa - $551.61	3/2/2023	Visa	551.61
177	1031	1559	2/16/2025 - AmericanExpress - $266.43	2/16/2025	AmericanExpress	266.43
177	1031	1560	11/18/2024 - Cash - $317.03	11/18/2024	Cash	317.03
178	1032	1561	6/28/2025 - Discover - $271.16	6/28/2025	Discover	271.16
178	1032	1562	5/15/2025 - AmericanExpress - $703.16	5/15/2025	AmericanExpress	703.16
178	1033	1563	8/12/2024 - MasterCard - $608.06	8/12/2024	MasterCard	608.06
178	1034	1564	3/29/2025 - AmericanExpress - $542.73	3/29/2025	AmericanExpress	542.73
178	1034	1565	8/27/2023 - Discover - $509.72	8/27/2023	Discover	509.72
178	1035	1566	9/20/2022 - Discover - $198.43	9/20/2022	Discover	198.43
178	1035	1567	5/1/2025 - Visa - $761.73	5/1/2025	Visa	761.73
178	1036	1568	5/17/2025 - MasterCard - $428.57	5/17/2025	MasterCard	428.57
178	1036	1569	6/1/2024 - Check - $277.09	6/1/2024	Check	277.09
179	1037	1570	7/10/2025 - Discover - $690.25	7/10/2025	Discover	690.25
179	1038	1571	1/24/2025 - Visa - $261.83	1/24/2025	Visa	261.83
179	1038	1572	2/16/2024 - Discover - $211.00	2/16/2024	Discover	211
179	1039	1573	10/3/2024 - Visa - $512.29	10/3/2024	Visa	512.29
179	1039	1574	1/15/2025 - MasterCard - $374.55	1/15/2025	MasterCard	374.55
179	1040	1575	9/28/2024 - Cash - $226.15	9/28/2024	Cash	226.15
179	1041	1576	6/7/2024 - Visa - $56.69	6/7/2024	Visa	56.69
179	1042	1577	2/28/2025 - Check - $198.28	2/28/2025	Check	198.28
179	1043	1578	4/15/2025 - Debit - $526.19	4/15/2025	Debit	526.19
179	1043	1579	5/21/2025 - Discover - $253.63	5/21/2025	Discover	253.63
179	1044	1580	7/5/2025 - Cash - $119.13	7/5/2025	Cash	119.13
179	1044	1581	6/9/2025 - Check - $379.56	6/9/2025	Check	379.56
179	1045	1582	12/5/2024 - Discover - $59.55	12/5/2024	Discover	59.55
180	1046	1583	10/11/2023 - Cash - $259.42	10/11/2023	Cash	259.42
180	1046	1584	1/28/2024 - Debit - $147.75	1/28/2024	Debit	147.75
180	1047	1585	5/20/2024 - MasterCard - $624.27	5/20/2024	MasterCard	624.27
180	1047	1586	1/26/2025 - MasterCard - $109.35	1/26/2025	MasterCard	109.35
180	1048	1587	4/19/2024 - MasterCard - $680.53	4/19/2024	MasterCard	680.53
180	1048	1588	2/15/2025 - Check - $300.29	2/15/2025	Check	300.29
180	1049	1589	5/4/2025 - AmericanExpress - $670.73	5/4/2025	AmericanExpress	670.73
180	1050	1590	3/5/2025 - AmericanExpress - $526.44	3/5/2025	AmericanExpress	526.44
180	1051	1591	8/2/2023 - AmericanExpress - $590.78	8/2/2023	AmericanExpress	590.78
180	1051	1592	11/9/2023 - AmericanExpress - $290.71	11/9/2023	AmericanExpress	290.71
180	1052	1593	8/25/2024 - Check - $704.87	8/25/2024	Check	704.87
180	1052	1594	12/30/2024 - Cash - $259.82	12/30/2024	Cash	259.82
181	1053	1595	1/4/2025 - MasterCard - $666.56	1/4/2025	MasterCard	666.56
181	1054	1596	4/23/2024 - Discover - $116.11	4/23/2024	Discover	116.11
181	1054	1597	5/17/2025 - AmericanExpress - $606.42	5/17/2025	AmericanExpress	606.42
181	1055	1598	2/5/2025 - Discover - $354.17	2/5/2025	Discover	354.17
181	1056	1599	6/1/2024 - MasterCard - $772.33	6/1/2024	MasterCard	772.33
182	1057	1600	6/14/2025 - Debit - $236.74	6/14/2025	Debit	236.74
182	1058	1601	4/29/2025 - AmericanExpress - $303.95	4/29/2025	AmericanExpress	303.95
182	1058	1602	4/16/2025 - Visa - $294.14	4/16/2025	Visa	294.14
182	1059	1603	1/18/2023 - Visa - $322.99	1/18/2023	Visa	322.99
182	1060	1604	5/28/2025 - Check - $94.10	5/28/2025	Check	94.1
182	1060	1605	5/7/2024 - MasterCard - $406.69	5/7/2024	MasterCard	406.69
182	1061	1606	10/16/2023 - Discover - $457.58	10/16/2023	Discover	457.58
182	1062	1607	6/22/2025 - Visa - $350.84	6/22/2025	Visa	350.84
182	1062	1608	7/4/2025 - Discover - $483.02	7/4/2025	Discover	483.02
183	1063	1609	4/26/2024 - Discover - $282.26	4/26/2024	Discover	282.26
184	1064	1610	3/7/2025 - Check - $161.08	3/7/2025	Check	161.08
184	1065	1611	10/17/2024 - MasterCard - $649.05	10/17/2024	MasterCard	649.05
184	1066	1612	11/29/2024 - Discover - $503.90	11/29/2024	Discover	503.9
184	1067	1613	9/8/2024 - AmericanExpress - $740.57	9/8/2024	AmericanExpress	740.57
184	1067	1614	12/1/2023 - Cash - $389.35	12/1/2023	Cash	389.35
184	1068	1615	10/31/2023 - AmericanExpress - $226.30	10/31/2023	AmericanExpress	226.3
184	1069	1616	9/25/2023 - AmericanExpress - $82.66	9/25/2023	AmericanExpress	82.66
184	1069	1617	9/26/2024 - MasterCard - $247.98	9/26/2024	MasterCard	247.98
185	1070	1618	6/9/2025 - Check - $256.89	6/9/2025	Check	256.89
185	1070	1619	6/19/2025 - AmericanExpress - $507.97	6/19/2025	AmericanExpress	507.97
185	1071	1620	2/8/2024 - Discover - $579.44	2/8/2024	Discover	579.44
185	1071	1621	8/10/2024 - AmericanExpress - $436.60	8/10/2024	AmericanExpress	436.6
185	1072	1622	12/20/2024 - Debit - $72.41	12/20/2024	Debit	72.41
