CustomerID	WorkOrderID	VehicleID	OrderDate	OrderServiceType	OrderIssueDesc	OrderParts	OrderPartsCost	OrderPartsMarkup	OrderHoursSpent	OrderShopRate	OrderPartsEstimate	OrderHoursEstimate	OrderWhichVehicle	OrderResolution	OrderDiscounts	MilesOnVehicle
162	472	241	10/18/2023	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	292.86	35.08%	1.4	120	322.15	1.9	Gary's Van	Maintenance service completed successfully.	27.47	66655
162	473	241	5/3/2024	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	412.73	30.91%	2	120	454	2.5	Gary's Van	Body/Paint service completed successfully.	24.36	67456
162	474	241	1/15/2025	Battery/Electrical	Electrical system reset on its own while parked.	Starter relay and alternator belt	282.92	45.50%	1.1	120	311.21	1.6	Gary's Van	Battery/Electrical service completed successfully.	12.22	69644
163	475	242	1/1/2024	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	419	45.51%	2.3	120	460.9	2.8	Andrew's Van	Pre-Purchase Inspection service completed successfully.	27.53	71731
163	476	242	4/23/2024	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	397.74	27.36%	2.1	120	437.51	2.6	Andrew's Van	Performance Upgrades service completed successfully.	17.25	73654
163	477	243	4/1/2024	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	240.93	41.00%	1.1	120	265.02	1.6	Andrew's Car	Seasonal Prep service completed successfully.	16.69	27923
164	478	244	9/12/2023	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	79.22	55.16%	2.4	120	87.14	2.9	Kristen's Van	Pre-Purchase Inspection service completed successfully.	8.71	32524
164	479	244	3/12/2024	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	248.83	33.80%	1.1	120	273.71	1.6	Kristen's Van	Body/Paint service completed successfully.	6.42	34682
164	480	244	11/28/2023	Fleet Services	Corporate van requires oil change and tire rotation.	DOT compliance kit and inspection log	176.54	32.12%	4.8	120	194.19	5.3	Kristen's Van	Fleet Services service completed successfully.	16.2	36509
164	481	245	12/27/2024	Interior/Upholstery	Generic Interior/Upholstery entry.	Generic Interior/Upholstery entry.	395.42	27.85%	4	120	434.96	4.5	Kristen's Truck	Interior/Upholstery service completed successfully.	4.46	12313
164	482	245	1/7/2025	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	268.46	41.19%	1.4	120	295.31	1.9	Kristen's Truck	Maintenance service completed successfully.	10.27	13874
165	483	246	1/29/2024	Brakes	Customer reports squealing noise when braking.	Ceramic brake pad kit and caliper brackets	233.22	44.67%	3.3	120	256.54	3.8	Steven's Car	Brakes service completed successfully.	17.85	52551
165	484	246	5/7/2024	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	140.27	54.57%	2.5	120	154.3	3	Steven's Car	Body/Paint service completed successfully.	23.57	54346
165	485	246	9/15/2024	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	200.37	40.80%	3.5	120	220.41	4	Steven's Car	Exhaust/Emissions service completed successfully.	9.71	54964
165	486	247	2/11/2024	Custom/Accessory Install	Generic Custom/Accessory Install entry.	Generic Custom/Accessory Install entry.	251.83	51.57%	2.6	120	277.01	3.1	Steven's Car	Custom/Accessory Install service completed successfully.	26.89	27213
165	487	247	4/20/2024	Safety	Customer concerned about recall on ABS system.	Airbag module and seatbelt latch	136.17	44.99%	4.1	120	149.79	4.6	Steven's Car	Safety service completed successfully.	1.38	28095
166	488	248	5/22/2024	Suspension/Steering	Vehicle leans to one side when turning.	Strut assembly and control arm kit	438.04	26.40%	1.5	120	481.84	2	Danielle's Van	Suspension/Steering service completed successfully.	8.52	52900
166	489	248	3/23/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	436.07	25.74%	4.1	120	479.68	4.6	Danielle's Van	Miscellaneous/Other service completed successfully.	0.44	53917
166	490	249	8/28/2023	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	380.23	25.11%	1.6	120	418.25	2.1	Danielle's Truck	Body/Paint service completed successfully.	14.43	61178
167	491	250	5/24/2025	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	320.89	58.13%	1.6	120	352.98	2.1	Richard's Truck	Pre-Purchase Inspection service completed successfully.	7.6	52185
168	492	251	9/1/2023	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	386.4	29.05%	2.8	120	425.04	3.3	Mary's Van	Exhaust/Emissions service completed successfully.	2.54	48075
168	493	251	6/18/2025	Battery/Electrical	Electrical system reset on its own while parked.	12V AGM battery and terminal kit	344.73	46.28%	1.7	120	379.2	2.2	Mary's Van	Battery/Electrical service completed successfully.	12.62	50540
168	494	252	5/1/2024	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	190.87	28.18%	3.6	120	209.96	4.1	Mary's Car	Exhaust/Emissions service completed successfully.	21.28	36227
169	495	253	11/23/2023	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	409.81	25.63%	1.8	120	450.79	2.3	Nicole's Car	Glass/Windshield service completed successfully.	28.03	54401
169	496	253	4/16/2024	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	263.35	48.08%	1.5	120	289.69	2	Nicole's Car	Pre-Purchase Inspection service completed successfully.	24.51	55342
169	497	254	5/27/2024	Safety	Airbag warning light is illuminated on dashboard.	Brake sensor harness and warning light tool	201.91	39.76%	2.5	120	222.1	3	Nicole's Truck	Safety service completed successfully.	1.46	14939
169	498	254	5/26/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	383.74	42.85%	1.6	120	422.11	2.1	Nicole's Truck	Miscellaneous/Other service completed successfully.	11.32	17555
170	499	255	3/30/2024	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	324.21	37.85%	1.3	120	356.63	1.8	Ryan's Van	Exhaust/Emissions service completed successfully.	4.1	42564
171	500	256	12/7/2024	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	191.92	30.74%	4.8	120	211.11	5.3	Bryce's Truck	Roadside Assistance service completed successfully.	7.63	51467
171	501	257	6/23/2025	Diagnostics	Customer noticed sluggish acceleration and increased fuel usage.	OBD-II scanner and engine compression test kit	99.94	49.02%	2.1	120	109.93	2.6	Bryce's Car	Diagnostics service completed successfully.	3.92	37797
171	502	257	4/19/2024	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	127.57	49.62%	4.1	120	140.33	4.6	Bryce's Car	Body/Paint service completed successfully.	18.66	40710
172	503	258	6/16/2024	Battery/Electrical	Interior lights flicker when driving over rough roads.	Starter relay and alternator belt	245.7	32.30%	1	120	270.27	1.5	Michele's Car	Battery/Electrical service completed successfully.	6.99	58694
172	504	258	6/8/2024	Fleet Services	Fleet unit overdue for DOT compliance check.	"Oil, filter, rotation pack and maintenance checklist"	88.83	53.97%	2.2	120	97.71	2.7	Michele's Car	Fleet Services service completed successfully.	7.5	60142
172	505	258	1/7/2024	Diagnostics	Engine occasionally misfires; diagnostic evaluation requested.	Sensor probe set and voltage diagnostics tools	53.17	44.46%	4.9	120	58.49	5.4	Michele's Car	Diagnostics service completed successfully.	26.58	61211
172	506	259	4/23/2025	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	286.63	42.15%	1.7	120	315.29	2.2	Michele's Car	Pre-Purchase Inspection service completed successfully.	9.59	65913
172	507	259	6/26/2025	Tires	Generic Tires entry.	Generic Tires entry.	304.08	29.54%	3.9	120	334.49	4.4	Michele's Car	Tires service completed successfully.	20.16	67146
173	508	260	10/1/2024	Oil/Fluid	Coolant levels dropping faster than expected.	Transmission flush kit and gasket set	125.03	43.15%	3.8	120	137.53	4.3	Jerry's Van	Oil/Fluid service completed successfully.	2.57	13624
173	509	261	6/1/2024	Safety	Seatbelt buckle occasionally fails to lock.	OEM safety inspection kit	76.63	26.89%	3.5	120	84.29	4	Jerry's Car	Safety service completed successfully.	12.24	46023
174	510	262	4/5/2025	Battery/Electrical	Car fails to start intermittently; suspected battery issue.	12V AGM battery and terminal kit	410.54	59.05%	3.9	120	451.59	4.4	Cassandra's Car	Battery/Electrical service completed successfully.	24.61	47174
174	511	262	10/26/2023	Fleet Services	Fleet unit overdue for DOT compliance check.	DOT compliance kit and inspection log	63.4	34.02%	1.3	120	69.74	1.8	Cassandra's Car	Fleet Services service completed successfully.	29.07	50077
174	512	263	1/3/2025	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	114.19	52.04%	3.6	120	125.61	4.1	Cassandra's Truck	Glass/Windshield service completed successfully.	23.62	79471
175	513	264	12/1/2023	Battery/Electrical	Electrical system reset on its own while parked.	OEM fuse pack and battery sensor module	198.38	50.79%	3.4	120	218.22	3.9	Michael's Car	Battery/Electrical service completed successfully.	12.01	58735
175	514	264	11/9/2024	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	263.12	33.82%	1.4	120	289.43	1.9	Michael's Car	Exhaust/Emissions service completed successfully.	24.92	59421
175	515	264	2/21/2024	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	98.5	49.07%	3	120	108.35	3.5	Michael's Car	Roadside Assistance service completed successfully.	22.71	59979
175	516	265	8/30/2024	Safety	Seatbelt buckle occasionally fails to lock.	Airbag module and seatbelt latch	279.13	39.71%	1.5	120	307.04	2	Michael's Car	Safety service completed successfully.	12.26	34734
175	517	265	9/7/2024	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	317.31	47.56%	3	120	349.04	3.5	Michael's Car	Exhaust/Emissions service completed successfully.	26.4	36533
175	518	265	12/6/2024	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	292.68	38.39%	1.8	120	321.95	2.3	Michael's Car	Roadside Assistance service completed successfully.	5.17	37175
176	519	266	12/11/2024	Diagnostics	Check engine light illuminated after recent fill-up.	Sensor probe set and voltage diagnostics tools	483.02	56.70%	4.3	120	531.32	4.8	Thomas's Car	Diagnostics service completed successfully.	25.19	19825
176	520	267	6/15/2025	Fleet Services	Corporate van requires oil change and tire rotation.	"Oil, filter, rotation pack and maintenance checklist"	318.99	47.37%	2.2	120	350.89	2.7	Thomas's Truck	Fleet Services service completed successfully.	17.6	55641
176	521	267	8/20/2024	Safety	Airbag warning light is illuminated on dashboard.	Airbag module and seatbelt latch	419.53	27.25%	3.5	120	461.48	4	Thomas's Truck	Safety service completed successfully.	10.57	56236
176	522	267	10/30/2023	Custom/Accessory Install	Generic Custom/Accessory Install entry.	Generic Custom/Accessory Install entry.	276.98	38.18%	4.6	120	304.68	5.1	Thomas's Truck	Custom/Accessory Install service completed successfully.	23.68	58405
177	523	268	8/7/2024	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	264.94	35.03%	2.5	120	291.43	3	Joel's Van	Performance Upgrades service completed successfully.	6.69	27277
177	524	268	6/10/2025	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	273.93	33.44%	1.6	120	301.32	2.1	Joel's Van	Body/Paint service completed successfully.	17.2	30277
178	525	269	7/30/2024	Tires	Generic Tires entry.	Generic Tires entry.	240.39	40.66%	1.6	120	264.43	2.1	Brandon's Car	Tires service completed successfully.	18.57	12631
179	526	270	3/17/2025	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	329.47	33.71%	3.4	120	362.42	3.9	Amy's Van	Exhaust/Emissions service completed successfully.	29.29	70964
180	527	271	5/1/2024	Interior/Upholstery	Generic Interior/Upholstery entry.	Generic Interior/Upholstery entry.	197.7	33.72%	3.8	120	217.47	4.3	Ann's Van	Interior/Upholstery service completed successfully.	20.58	74177
181	528	272	4/10/2025	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	393.72	35.52%	5	120	433.09	5.5	Ronnie's Car	Seasonal Prep service completed successfully.	14.71	26350
181	529	273	8/29/2023	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	292.33	44.55%	3	120	321.56	3.5	Ronnie's Car	Performance Upgrades service completed successfully.	25.2	53571
182	530	274	1/26/2024	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	103.97	49.71%	4.8	120	114.37	5.3	Brenda's Van	Performance Upgrades service completed successfully.	0.79	32550
182	531	274	1/25/2025	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	497.95	25.40%	1.4	120	547.75	1.9	Brenda's Van	Exhaust/Emissions service completed successfully.	17.51	33325
182	532	275	1/1/2025	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	205.79	34.26%	1.5	120	226.37	2	Brenda's Van	Seasonal Prep service completed successfully.	10.64	22698
182	533	275	3/15/2024	Battery/Electrical	Electrical system reset on its own while parked.	OEM fuse pack and battery sensor module	463.75	41.51%	2	120	510.13	2.5	Brenda's Van	Battery/Electrical service completed successfully.	13.98	24946
183	534	276	2/13/2025	Fleet Services	Quarterly fleet maintenance scheduled for company vehicle.	Fleet fluid replacement and standard brake pads	370.27	57.67%	4.1	120	407.3	4.6	Isaac's Van	Fleet Services service completed successfully.	19.26	61191
183	535	276	10/14/2023	Tires	Generic Tires entry.	Generic Tires entry.	413.16	47.02%	1.2	120	454.48	1.7	Isaac's Van	Tires service completed successfully.	3.47	63682
183	536	276	12/21/2024	Repair	Exhaust pipe rusted through; needs replacement.	OEM seals and interior leak test kit	199.37	54.96%	4.8	120	219.31	5.3	Isaac's Van	Repair service completed successfully.	15.43	64369
184	537	277	6/27/2025	Custom/Accessory Install	Generic Custom/Accessory Install entry.	Generic Custom/Accessory Install entry.	70.26	54.31%	2.2	120	77.29	2.7	Melissa's Van	Custom/Accessory Install service completed successfully.	2.56	11540
184	538	277	8/27/2024	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	484.47	39.76%	3.3	120	532.92	3.8	Melissa's Van	Seasonal Prep service completed successfully.	4.4	13702
184	539	278	10/25/2024	Battery/Electrical	Interior lights flicker when driving over rough roads.	12V AGM battery and terminal kit	68.51	53.06%	2.7	120	75.36	3.2	Melissa's Van	Battery/Electrical service completed successfully.	2.66	40378
185	540	279	7/31/2023	Safety	Seatbelt buckle occasionally fails to lock.	OEM safety inspection kit	432.75	33.07%	1.7	120	476.03	2.2	Cynthia's Van	Safety service completed successfully.	26.19	71761
185	541	280	1/1/2025	Diagnostics	Check engine light illuminated after recent fill-up.	Sensor probe set and voltage diagnostics tools	259.45	54.00%	1.2	120	285.4	1.7	Cynthia's Van	Diagnostics service completed successfully.	14.55	38790
185	542	280	7/12/2024	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	267.87	46.57%	3.3	120	294.66	3.8	Cynthia's Van	Performance Upgrades service completed successfully.	3.26	41754
185	543	280	11/20/2024	Safety	Airbag warning light is illuminated on dashboard.	OEM safety inspection kit	499.64	42.33%	4.5	120	549.6	5	Cynthia's Van	Safety service completed successfully.	29.5	42620
186	544	281	12/10/2023	Repair	Rear window motor not functioning properly.	OEM seals and interior leak test kit	333.14	55.35%	4	120	366.45	4.5	Amy's Car	Repair service completed successfully.	7.25	41468
186	545	281	1/23/2024	Suspension/Steering	Steering wheel vibrates at highway speeds.	Strut assembly and control arm kit	242.62	51.53%	2.3	120	266.88	2.8	Amy's Car	Suspension/Steering service completed successfully.	16.59	43514
186	546	281	11/25/2024	Battery/Electrical	Car fails to start intermittently; suspected battery issue.	Starter relay and alternator belt	364.34	59.58%	4.8	120	400.77	5.3	Amy's Car	Battery/Electrical service completed successfully.	11.3	46139
186	547	282	12/10/2023	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	259.69	29.00%	3.5	120	285.66	4	Amy's Car	Miscellaneous/Other service completed successfully.	15.74	20398
186	548	282	8/5/2024	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	467.33	53.99%	1.3	120	514.06	1.8	Amy's Car	Seasonal Prep service completed successfully.	16.98	22235
187	549	283	6/27/2024	Oil/Fluid	Oil change due based on mileage; customer requested full inspection.	Coolant flush system and antifreeze pack	336.02	35.44%	3.6	120	369.62	4.1	Mark's Truck	Oil/Fluid service completed successfully.	22.52	32186
188	550	284	4/26/2024	Suspension/Steering	Clunking noise from front end over bumps.	Tie rod ends and sway bar link replacements	98.82	47.90%	3.2	120	108.7	3.7	Donald's Van	Suspension/Steering service completed successfully.	6.24	52789
188	551	285	9/4/2023	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	127.23	48.58%	2	120	139.95	2.5	Donald's Car	Pre-Purchase Inspection service completed successfully.	11.63	13595
188	552	285	7/29/2024	Diagnostics	Customer noticed sluggish acceleration and increased fuel usage.	Full diagnostic scan and wiring harness testing	82.56	29.90%	1.7	120	90.82	2.2	Donald's Car	Diagnostics service completed successfully.	10.9	14547
189	553	286	3/17/2024	Battery/Electrical	Electrical system reset on its own while parked.	OEM fuse pack and battery sensor module	63.5	53.39%	2.3	120	69.85	2.8	Jill's Truck	Battery/Electrical service completed successfully.	2.16	24783
189	554	286	8/1/2024	Brakes	Grinding sound noticed when slowing down from high speeds.	Two-piece rotors and high-performance brake fluid	290.58	34.03%	2.3	120	319.64	2.8	Jill's Truck	Brakes service completed successfully.	10	26000
190	555	287	3/3/2025	Suspension/Steering	Vehicle leans to one side when turning.	Shock absorber kit and alignment tools	452.24	48.53%	1.4	120	497.46	1.9	Theresa's Van	Suspension/Steering service completed successfully.	4.4	19348
190	556	287	8/29/2023	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	485.01	47.70%	3.2	120	533.51	3.7	Theresa's Van	Maintenance service completed successfully.	2.34	21149
190	557	287	1/22/2025	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	468.82	33.33%	4.7	120	515.7	5.2	Theresa's Van	Glass/Windshield service completed successfully.	7.24	23692
190	558	288	10/8/2023	Safety	Airbag warning light is illuminated on dashboard.	Brake sensor harness and warning light tool	462.81	36.69%	2.5	120	509.09	3	Theresa's Car	Safety service completed successfully.	1.09	37287
190	559	288	2/8/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	379.89	59.93%	1.7	120	417.88	2.2	Theresa's Car	Miscellaneous/Other service completed successfully.	6.05	39646
190	560	288	11/8/2023	Safety	Customer concerned about recall on ABS system.	Airbag module and seatbelt latch	234.11	40.09%	4.6	120	257.52	5.1	Theresa's Car	Safety service completed successfully.	16.84	41301
191	561	289	11/8/2024	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	464.74	42.80%	3.6	120	511.21	4.1	Ryan's Van	Exhaust/Emissions service completed successfully.	22.1	54774
191	562	289	11/12/2024	Suspension/Steering	Steering wheel vibrates at highway speeds.	Strut assembly and control arm kit	108.14	28.82%	1.3	120	118.95	1.8	Ryan's Van	Suspension/Steering service completed successfully.	20.55	57730
191	563	289	2/19/2025	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	63.69	29.30%	1.9	120	70.06	2.4	Ryan's Van	Seasonal Prep service completed successfully.	16.37	59741
192	564	290	8/2/2023	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	193.39	36.09%	1.2	120	212.73	1.7	Matthew's Truck	Pre-Purchase Inspection service completed successfully.	12.2	30151
192	565	291	4/3/2025	Oil/Fluid	Coolant levels dropping faster than expected.	Transmission flush kit and gasket set	342	45.14%	3.1	120	376.2	3.6	Matthew's Car	Oil/Fluid service completed successfully.	27.55	24787
192	566	291	2/24/2025	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	315.13	43.37%	2.5	120	346.64	3	Matthew's Car	Roadside Assistance service completed successfully.	22.57	27498
192	567	291	2/5/2025	Brakes	Customer reports squealing noise when braking.	Brand XYZ brake pads and OEM rotors	300.15	28.20%	3.7	120	330.17	4.2	Matthew's Car	Brakes service completed successfully.	22.68	29613
193	568	292	6/19/2025	Battery/Electrical	Car fails to start intermittently; suspected battery issue.	OEM fuse pack and battery sensor module	129.28	39.25%	2.1	120	142.21	2.6	Thomas's Truck	Battery/Electrical service completed successfully.	25.33	12665
193	569	292	12/4/2023	Battery/Electrical	Interior lights flicker when driving over rough roads.	Starter relay and alternator belt	389.2	39.26%	4.1	120	428.12	4.6	Thomas's Truck	Battery/Electrical service completed successfully.	17.17	13218
193	570	293	8/10/2024	Fleet Services	Corporate van requires oil change and tire rotation.	Fleet fluid replacement and standard brake pads	281.91	29.25%	2.2	120	310.1	2.7	Thomas's Car	Fleet Services service completed successfully.	14.14	27421
193	571	293	5/1/2025	Interior/Upholstery	Generic Interior/Upholstery entry.	Generic Interior/Upholstery entry.	69.7	59.27%	3.9	120	76.67	4.4	Thomas's Car	Interior/Upholstery service completed successfully.	3.59	28537
193	572	293	4/20/2025	Interior/Upholstery	Generic Interior/Upholstery entry.	Generic Interior/Upholstery entry.	58.56	38.64%	3.6	120	64.42	4.1	Thomas's Car	Interior/Upholstery service completed successfully.	26.34	30974
194	573	294	7/26/2023	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	198.76	40.22%	1.5	120	218.64	2	Sherry's Car	Pre-Purchase Inspection service completed successfully.	26.18	49503
194	574	295	3/24/2024	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	50.67	40.77%	3.3	120	55.74	3.8	Sherry's Van	Roadside Assistance service completed successfully.	14.28	15024
195	575	296	2/16/2025	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	273.79	34.68%	4.5	120	301.17	5	Victor's Van	Maintenance service completed successfully.	28.67	31496
195	576	296	5/24/2025	Diagnostics	Check engine light illuminated after recent fill-up.	Full diagnostic scan and wiring harness testing	143.84	43.70%	1.4	120	158.22	1.9	Victor's Van	Diagnostics service completed successfully.	4.98	33026
195	577	297	12/3/2024	Fleet Services	Fleet unit overdue for DOT compliance check.	"Oil, filter, rotation pack and maintenance checklist"	216.58	50.11%	3.4	120	238.24	3.9	Victor's Van	Fleet Services service completed successfully.	20.74	41850
196	578	298	9/23/2024	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	193.03	49.67%	1	120	212.33	1.5	Shane's Car	Glass/Windshield service completed successfully.	13.89	62930
196	579	298	5/19/2025	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	291.06	29.92%	4.7	120	320.17	5.2	Shane's Car	Seasonal Prep service completed successfully.	13.26	64707
197	580	299	9/20/2024	Tires	Generic Tires entry.	Generic Tires entry.	334.74	29.02%	3.4	120	368.21	3.9	Marcus's Van	Tires service completed successfully.	19.69	48610
197	581	299	3/6/2025	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	285.07	39.13%	4.7	120	313.58	5.2	Marcus's Van	Exhaust/Emissions service completed successfully.	11.97	51505
197	582	299	3/10/2025	Brakes	Grinding sound noticed when slowing down from high speeds.	Two-piece rotors and high-performance brake fluid	161.12	37.15%	2.5	120	177.23	3	Marcus's Van	Brakes service completed successfully.	29.4	53952
198	583	300	4/1/2024	Interior/Upholstery	Generic Interior/Upholstery entry.	Generic Interior/Upholstery entry.	155.4	49.19%	2.2	120	170.94	2.7	Andrew's Truck	Interior/Upholstery service completed successfully.	21.33	27112
198	584	300	12/25/2024	Fleet Services	Corporate van requires oil change and tire rotation.	Fleet fluid replacement and standard brake pads	272.53	38.05%	2.4	120	299.78	2.9	Andrew's Truck	Fleet Services service completed successfully.	26.5	28608
198	585	300	4/9/2025	Tires	Generic Tires entry.	Generic Tires entry.	434.65	39.58%	3.1	120	478.12	3.6	Andrew's Truck	Tires service completed successfully.	22.07	29360
199	586	301	8/24/2023	Suspension/Steering	Clunking noise from front end over bumps.	Strut assembly and control arm kit	411.5	34.05%	4	120	452.65	4.5	Oscar's Van	Suspension/Steering service completed successfully.	2.03	36676
199	587	301	4/11/2024	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	79.34	27.75%	4.2	120	87.27	4.7	Oscar's Van	Roadside Assistance service completed successfully.	23.5	37502
200	588	302	4/7/2024	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	244.97	32.17%	3	120	269.47	3.5	Jeffery's Van	Maintenance service completed successfully.	15.71	58829
201	589	303	8/26/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	252.3	30.36%	2.2	120	277.53	2.7	John's Car	Miscellaneous/Other service completed successfully.	13.86	59687
201	590	303	10/16/2023	Oil/Fluid	Transmission fluid shows signs of contamination.	5W-30 synthetic oil and OEM filter kit	294.79	54.72%	4.8	120	324.27	5.3	John's Car	Oil/Fluid service completed successfully.	21.99	61801
202	591	304	12/19/2024	Custom/Accessory Install	Generic Custom/Accessory Install entry.	Generic Custom/Accessory Install entry.	462.98	33.46%	2.7	120	509.28	3.2	Selena's Van	Custom/Accessory Install service completed successfully.	0.5	45754
202	592	304	3/7/2025	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	383.01	59.71%	4.4	120	421.31	4.9	Selena's Van	Roadside Assistance service completed successfully.	11.98	47924
202	593	304	8/23/2023	Suspension/Steering	Steering wheel vibrates at highway speeds.	Tie rod ends and sway bar link replacements	476.76	59.56%	4	120	524.44	4.5	Selena's Van	Suspension/Steering service completed successfully.	27.34	49611
203	594	305	1/3/2025	Battery/Electrical	Car fails to start intermittently; suspected battery issue.	12V AGM battery and terminal kit	498.79	30.73%	3.9	120	548.67	4.4	Dana's Truck	Battery/Electrical service completed successfully.	14.32	52298
203	595	305	5/15/2024	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	59.41	39.62%	3.3	120	65.35	3.8	Dana's Truck	Performance Upgrades service completed successfully.	22.72	53800
204	596	306	11/24/2024	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	246.28	31.37%	1.7	120	270.91	2.2	Sarah's Car	Pre-Purchase Inspection service completed successfully.	12.23	23859
204	597	306	12/29/2023	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	213.53	39.03%	3.1	120	234.88	3.6	Sarah's Car	Miscellaneous/Other service completed successfully.	23.88	25614
204	598	306	7/4/2024	Oil/Fluid	Transmission fluid shows signs of contamination.	Coolant flush system and antifreeze pack	205.5	44.58%	4.2	120	226.05	4.7	Sarah's Car	Oil/Fluid service completed successfully.	10.29	28544
204	599	307	5/6/2024	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	84.92	43.33%	2.4	120	93.41	2.9	Sarah's Car	Roadside Assistance service completed successfully.	5.01	70489
204	600	307	11/21/2023	Interior/Upholstery	Generic Interior/Upholstery entry.	Generic Interior/Upholstery entry.	258.25	27.79%	1.4	120	284.08	1.9	Sarah's Car	Interior/Upholstery service completed successfully.	3.33	71433
205	601	308	10/6/2023	Oil/Fluid	Oil change due based on mileage; customer requested full inspection.	5W-30 synthetic oil and OEM filter kit	211.8	27.53%	1.1	120	232.98	1.6	Taylor's Van	Oil/Fluid service completed successfully.	29.42	53493
